#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-05-10T14:49:46 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5eb813874d92 
#INFO -out.max=unlimited 
#INFO queryParameters=13 
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/ApJ/852/22&tab:{J/ApJ/852/22/table5}&key:source=J/ApJ/852/22/table5&HTTPPRM:&&-ref=VIZ5eb813874d92&-out.max=unlimited&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/ApJ/852/22/table5&-out=z&-out=k&-out=k.P(k)/pi&-out=e_k.P(k)/pi&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/ApJ/852/22/table5
#-source=J/ApJ/852/22/table5
#-out=z
#-out=k
#-out=k.P(k)/pi
#-out=e_k.P(k)/pi
#

#RESOURCE=yCat_18520022
#Name: J/ApJ/852/22
#Title: Ly{alpha} forest power spectrum at 1.8<=z<=3.4 (Walther+, 2018)
#Table J_ApJ_852_22_table5:
#Name: J/ApJ/852/22/table5
#Title: Measured flux power spectrum after masking metals and removing the window function due to masking
#---Details of Columns:
    z           (F6.3)  [1.8/3.4] Redshift [ucd=src.redshift]
    k (s/km)    (E9.2)  [0.002/0.4] Mode [ucd=instr.scale]
    k.P(k)/pi   (E9.2)  [0.0002/0.2] Power spectrum [ucd=stat.fit.param]
    e_k.P(k)/pi (E9.2)  [3.6e-05/0.03] Statistical uncertainty in kPk/pi [ucd=stat.error]
------ --------- --------- ---------
                           e_       
z      k (s/km)  k.P(k)/pi k.P(k)/pi
------ --------- --------- ---------
 1.830  2.86e-03  7.12e-03  2.75e-03
 1.830  3.54e-03  1.27e-02  3.36e-03
 1.830  4.46e-03  1.82e-02  5.42e-03
 1.830  5.72e-03  2.17e-02  5.17e-03
 1.830  7.19e-03  1.58e-02  2.40e-03
 1.830  8.97e-03  2.01e-02  3.59e-03
 1.830  1.13e-02  2.40e-02  4.15e-03
 1.830  1.43e-02  2.25e-02  3.33e-03
 1.830  1.79e-02  2.32e-02  4.92e-03
 1.830  2.25e-02  2.17e-02  3.94e-03
 1.830  2.84e-02  2.46e-02  3.92e-03
 1.830  3.58e-02  1.98e-02  1.97e-03
 1.830  4.50e-02  1.38e-02  9.19e-04
 1.830  5.66e-02  1.03e-02  1.09e-03
 1.830  7.13e-02  7.23e-03  1.15e-03
 1.830  8.98e-02  4.67e-03  5.48e-04
 1.830  1.13e-01  2.29e-03  3.59e-04
 1.830  1.42e-01  1.24e-03  2.13e-04
 1.830  1.79e-01  6.27e-04  1.68e-04
 1.830  2.26e-01  2.39e-04  7.32e-05
 1.830  2.84e-01  1.20e-04  2.91e-05
 1.830  3.56e-01  7.82e-05  1.64e-05
 2.009  2.78e-03  1.01e-02  1.54e-03
 2.009  3.54e-03  1.87e-02  3.86e-03
 2.009  4.45e-03  2.47e-02  4.97e-03
 2.009  5.62e-03  1.83e-02  3.27e-03
 2.009  7.12e-03  2.28e-02  2.50e-03
 2.009  8.95e-03  2.50e-02  2.53e-03
 2.009  1.13e-02  2.73e-02  3.38e-03
 2.009  1.42e-02  2.43e-02  2.39e-03
 2.009  1.79e-02  2.70e-02  2.86e-03
 2.009  2.25e-02  2.58e-02  2.95e-03
 2.009  2.84e-02  2.26e-02  1.91e-03
 2.009  3.57e-02  1.82e-02  1.26e-03
 2.009  4.50e-02  1.63e-02  1.23e-03
 2.009  5.66e-02  1.22e-02  6.94e-04
 2.009  7.13e-02  7.72e-03  6.28e-04
 2.009  8.97e-02  4.87e-03  4.16e-04
 2.009  1.13e-01  2.65e-03  2.74e-04
 2.009  1.42e-01  1.35e-03  1.93e-04
 2.009  1.79e-01  6.33e-04  1.25e-04
 2.009  2.26e-01  2.84e-04  6.80e-05
 2.009  2.84e-01  1.50e-04  2.74e-05
 2.009  3.57e-01  8.43e-05  1.67e-05
 2.205  2.86e-03  1.45e-02  3.13e-03
 2.205  3.56e-03  1.44e-02  2.40e-03
 2.205  4.46e-03  2.37e-02  3.58e-03
 2.205  5.64e-03  2.30e-02  3.02e-03
 2.205  7.12e-03  2.66e-02  3.21e-03
 2.205  8.97e-03  2.78e-02  3.55e-03
 2.205  1.13e-02  3.18e-02  3.44e-03
 2.205  1.42e-02  3.15e-02  2.68e-03
 2.205  1.79e-02  3.27e-02  2.39e-03
 2.205  2.25e-02  3.47e-02  2.72e-03
 2.205  2.84e-02  3.26e-02  2.92e-03
 2.205  3.57e-02  2.60e-02  1.69e-03
 2.205  4.50e-02  2.08e-02  1.72e-03
 2.205  5.67e-02  1.58e-02  1.03e-03
 2.205  7.13e-02  1.07e-02  8.03e-04
 2.205  8.98e-02  6.45e-03  5.18e-04
 2.205  1.13e-01  3.34e-03  3.53e-04
 2.205  1.42e-01  1.60e-03  2.41e-04
 2.205  1.79e-01  6.92e-04  1.54e-04
 2.205  2.26e-01  2.49e-04  7.73e-05
 2.205  2.84e-01  1.28e-04  2.49e-05
 2.205  3.57e-01  1.01e-04  1.73e-05
 2.401  2.83e-03  1.57e-02  2.83e-03
 2.401  3.56e-03  1.90e-02  2.37e-03
 2.401  4.53e-03  2.92e-02  3.43e-03
 2.401  5.67e-03  3.33e-02  4.21e-03
 2.401  7.17e-03  4.26e-02  4.64e-03
 2.401  9.00e-03  4.25e-02  5.38e-03
 2.401  1.13e-02  4.56e-02  3.47e-03
 2.401  1.43e-02  4.50e-02  3.21e-03
 2.401  1.79e-02  4.23e-02  3.49e-03
 2.401  2.26e-02  4.45e-02  2.84e-03
 2.401  2.84e-02  4.19e-02  3.31e-03
 2.401  3.57e-02  3.10e-02  2.76e-03
 2.401  4.50e-02  2.68e-02  2.13e-03
 2.401  5.66e-02  1.89e-02  1.28e-03
 2.401  7.13e-02  1.28e-02  1.25e-03
 2.401  8.98e-02  7.75e-03  6.06e-04
 2.401  1.13e-01  3.77e-03  4.24e-04
 2.401  1.42e-01  1.86e-03  2.87e-04
 2.401  1.79e-01  6.79e-04  1.52e-04
 2.401  2.26e-01  2.78e-04  7.56e-05
 2.401  2.84e-01  1.56e-04  2.23e-05
 2.401  3.57e-01  1.06e-04  1.84e-05
 2.593  2.82e-03  1.77e-02  2.62e-03
 2.593  3.59e-03  2.51e-02  3.56e-03
 2.593  4.52e-03  4.51e-02  6.28e-03
 2.593  5.67e-03  3.64e-02  5.88e-03
 2.593  7.13e-03  4.66e-02  5.37e-03
 2.593  8.97e-03  4.64e-02  3.62e-03
 2.593  1.13e-02  4.72e-02  3.64e-03
 2.593  1.43e-02  5.50e-02  4.34e-03
 2.593  1.79e-02  5.32e-02  4.00e-03
 2.593  2.25e-02  5.30e-02  3.61e-03
 2.593  2.84e-02  4.85e-02  3.68e-03
 2.593  3.57e-02  4.21e-02  2.44e-03
 2.593  4.50e-02  3.26e-02  1.50e-03
 2.593  5.66e-02  2.43e-02  1.11e-03
 2.593  7.13e-02  1.56e-02  6.00e-04
 2.593  8.98e-02  8.56e-03  4.38e-04
 2.593  1.13e-01  4.59e-03  3.66e-04
 2.593  1.42e-01  1.92e-03  1.79e-04
 2.593  1.79e-01  6.80e-04  7.22e-05
 2.593  2.26e-01  2.66e-04  4.75e-05
 2.593  2.84e-01  1.71e-04  1.62e-05
 2.593  3.57e-01  1.38e-04  1.61e-05
 2.795  2.80e-03  3.10e-02  9.41e-03
 2.795  3.50e-03  3.52e-02  6.89e-03
 2.795  4.48e-03  4.47e-02  8.30e-03
 2.795  5.63e-03  4.72e-02  6.01e-03
 2.795  7.08e-03  5.93e-02  7.47e-03
 2.795  8.95e-03  5.60e-02  6.97e-03
 2.795  1.13e-02  5.73e-02  5.74e-03
 2.795  1.43e-02  6.20e-02  6.43e-03
 2.795  1.79e-02  6.52e-02  5.42e-03
 2.795  2.26e-02  5.69e-02  3.98e-03
 2.795  2.84e-02  5.03e-02  2.83e-03
 2.795  3.57e-02  4.72e-02  2.45e-03
 2.795  4.50e-02  3.81e-02  2.46e-03
 2.795  5.67e-02  2.73e-02  1.63e-03
 2.795  7.13e-02  1.87e-02  1.29e-03
 2.795  8.98e-02  1.12e-02  1.06e-03
 2.795  1.13e-01  5.48e-03  5.47e-04
 2.795  1.42e-01  2.27e-03  3.07e-04
 2.795  1.79e-01  9.70e-04  1.72e-04
 2.795  2.26e-01  3.95e-04  9.20e-05
 2.795  2.84e-01  2.30e-04  3.59e-05
 2.795  3.57e-01  1.75e-04  2.87e-05
 2.992  2.76e-03  3.30e-02  8.96e-03
 2.992  3.55e-03  5.04e-02  1.01e-02
 2.992  4.42e-03  5.37e-02  9.89e-03
 2.992  5.63e-03  4.78e-02  7.38e-03
 2.992  7.11e-03  5.56e-02  1.14e-02
 2.992  8.87e-03  6.35e-02  5.53e-03
 2.992  1.12e-02  5.93e-02  6.03e-03
 2.992  1.42e-02  7.65e-02  8.58e-03
 2.992  1.79e-02  6.48e-02  4.49e-03
 2.992  2.25e-02  8.08e-02  6.01e-03
 2.992  2.83e-02  7.44e-02  7.19e-03
 2.992  3.57e-02  6.95e-02  6.00e-03
 2.992  4.50e-02  5.77e-02  5.93e-03
 2.992  5.67e-02  4.02e-02  2.82e-03
 2.992  7.13e-02  2.80e-02  1.99e-03
 2.992  8.98e-02  1.49e-02  1.18e-03
 2.992  1.13e-01  7.22e-03  7.41e-04
 2.992  1.42e-01  3.69e-03  5.01e-04
 2.992  1.79e-01  1.47e-03  2.87e-04
 2.992  2.26e-01  6.22e-04  1.37e-04
 2.992  2.84e-01  3.13e-04  5.86e-05
 2.992  3.57e-01  2.05e-04  3.26e-05
 3.197  2.82e-03  2.60e-02  7.48e-03
 3.197  3.61e-03  3.16e-02  6.50e-03
 3.197  4.49e-03  3.91e-02  7.36e-03
 3.197  5.68e-03  6.35e-02  1.54e-02
 3.197  7.18e-03  6.95e-02  9.71e-03
 3.197  8.98e-03  8.97e-02  1.35e-02
 3.197  1.13e-02  7.15e-02  7.57e-03
 3.197  1.42e-02  8.84e-02  1.19e-02
 3.197  1.79e-02  8.61e-02  1.65e-02
 3.197  2.26e-02  8.78e-02  7.26e-03
 3.197  2.84e-02  7.28e-02  5.26e-03
 3.197  3.57e-02  7.43e-02  7.45e-03
 3.197  4.50e-02  5.36e-02  4.07e-03
 3.197  5.67e-02  4.93e-02  3.29e-03
 3.197  7.14e-02  3.29e-02  2.59e-03
 3.197  8.98e-02  1.91e-02  1.33e-03
 3.197  1.13e-01  9.83e-03  1.01e-03
 3.197  1.42e-01  4.14e-03  5.85e-04
 3.197  1.79e-01  1.66e-03  3.10e-04
 3.197  2.26e-01  8.06e-04  1.39e-04
 3.197  2.84e-01  3.67e-04  5.67e-05
 3.197  3.57e-01  1.94e-04  2.55e-05
 3.392  2.81e-03  5.90e-02  2.79e-02
 3.392  3.52e-03  2.68e-02  7.85e-03
 3.392  4.45e-03  5.99e-02  2.27e-02
 3.392  5.60e-03  6.03e-02  1.58e-02
 3.392  7.19e-03  6.38e-02  1.37e-02
 3.392  9.03e-03  1.02e-01  1.64e-02
 3.392  1.14e-02  9.22e-02  1.29e-02
 3.392  1.43e-02  9.82e-02  1.37e-02
 3.392  1.80e-02  1.20e-01  1.37e-02
 3.392  2.26e-02  1.06e-01  9.05e-03
 3.392  2.84e-02  1.00e-01  1.01e-02
 3.392  3.58e-02  8.37e-02  7.00e-03
 3.392  4.50e-02  7.76e-02  6.92e-03
 3.392  5.66e-02  4.79e-02  4.29e-03
 3.392  7.12e-02  3.81e-02  3.93e-03
 3.392  8.98e-02  2.02e-02  2.10e-03
 3.392  1.13e-01  1.05e-02  1.35e-03
 3.392  1.42e-01  4.77e-03  6.90e-04
 3.392  1.79e-01  1.80e-03  2.83e-04
 3.392  2.26e-01  8.12e-04  1.48e-04
 3.392  2.84e-01  3.46e-04  6.19e-05
 3.392  3.57e-01  2.15e-04  2.95e-05

#END#  -ref=VIZ5eb813874d92 =============================================================================================================================================================================================================================================================================================================================

